name,bio
Jules_Verne,"Jules Gabriel Verne (1828-1905) was one of the most famous French novelists of all time. His major work is the ""Extraordinary Journeys"", a series of more than sixty adventure novels including ""Journey to the Center of the Earth"", ""Around the World in 80 Days"", ""20.000 Leagues under the Seas"" and ""The Mysterious Island"" which had multiple cinematographic adaptations. Nicknamed ""The father of science fiction"", he is the second most translated author in the world after Agatha Christie."
Mark_Twain,"Mark Twain, born Samuel Langhorne Clemens in Florida, Missouri in 1835,
grew up in Hannibal. He was a steamboat pilot on the Mississippi River.
Throughout his career, Twain served as a writer, lecturer, reporter,
editor, printer, and prospector. Twain took his pen name from an alert
cry used on his steamboat - ""by the mark, twain""."
Francois_Rabelais,"François Rabelais was a French Renaissance writer, physician, Renaissance humanist, monk and Greek scholar. He is primarily known as a writer of satire, of the grotesque, and of bawdy jokes and songs.Ecclesiastical and anticlerical, Christian and considered by some as a free thinker, a doctor and having the image of a ""Bon Vivant"", the multiple facets of his personality sometimes seem contradictory. Caught up in the religious and political turmoil of the Reformation, Rabelais showed himself to be both sensitive and critical towards the great questions of his time. Subsequently, the views of his life and work have evolved according to the times and currents of thought."
George_Bernard_Shaw,"The Anglo-Irish playwright George Bernard Shaw (1856-1950), winner of
the Nobel Prize for Literature in 1925, acquired a reputation as the
greatest dramatist in the English language during the first half of the
20th Century for the plays he had written at the height of his
creativity from ""Mrs. Warren's Profession"" in 1893 to ""The Apple Cart""
in 1929. His works have been revived on Broadway from 1894 to 2010. His
most famous work in the 21st Century is
Моя прекрасная леди (1964), the musical
adaptation of Пигмалион (1938).A Shavian drama (his reputation was so great, he had his own adjective
ascribed to his works) had a biting social critique leavened by humor.
According to his Nobel Prize citation, ""His ideas were those of a
somewhat abstract logical radicalism; hence they were far from new, but
they received from him a new definiteness and brilliance. In him these
ideas combined with a ready wit, a complete absence of respect for any
kind of convention, and the merriest humor - all gathered together in
an extravagance which has scarcely ever before appeared in literature.""He was a major international celebrity and a force in British politics,
being a charter member of the Fabian Society. The Fabians were
committed to democratic socialism, that is, using parliamentary
mechanisms to encourage a gradual adoption of socialist policies
through political reform rather than revolution."
Arthur_Conan_Doyle,"Arthur Conan Doyle was a British writer of Irish descent, considered a major figure in crime fiction. His most famous series of works consisted of the ""Sherlock Holmes"" stories (1887-1927), consisting of four novels and 56 short stories. His other notable series were the ""Professor Challenger"" stories (1912-1929) about a scientist and explorer, and the ""Brigadier Gerard"" stories (1894-1910) about a French soldier in the Napoleonic Wars. Doyle's literary works have frequently been adapted into film and television.In 1859, Doyle was born in Edinburgh, Scotland to an Irish Catholic family. His father was Charles Altamont Doyle (1832 - 1893), a professional illustrator and water-colorist who is primarily remembered for fantasy-style paintings. Doyle's mother was Mary Foley (1837-1920). Through his father, Doyle was a nephew of the antiquarian James William Edmund Doyle (1822 - 1892), the illustrator Richard Doyle (1824-1883), and the gallery director Henry Edward Doyle (1827 -1893). Doyle's paternal grandfather was the political cartoonist and caricaturist John Doyle (1797-1868).During his early years, Doyle's family had financial problems due to his father's struggles with depression and alcoholism. They received financial support from affluent uncles, who also financed Doyle's education. From 1868 to 1870, Doyle was educated at Hodder Place, a Jesuit preparatory school located at Stonyhurst, Lancashire. From 1870 to 1875, Doyle attended Stonyhurst College, a Roman Catholic boarding school. He disliked the school due to its rather limited curriculum, and the constant threats of corporal punishment and ritual humiliation used to discipline students.From 1875 to 1876, Doyle received further education at Stella Matutina, a Jesuit school located at Feldkirch, Austria. His family wanted him to perfect his use of the German language, but this school offered a wider range of study subjects. Stella Matutina attracted student from many countries, and was more cosmopolitan in nature than Doyle's previous schools.Doyle decided to follow a medical career. From 1876 to 1881, Doyle studied medicine at the University of Edinburgh Medical School. He also took botany lessons at the Royal Botanic Garden in Edinburgh. During his university years, Doyle started writing short stories. He had trouble finding a publisher, and ""Blackwood's Magazine"" (1817-1980) rejected his submitted work. Doyle's first published short story was ""The Mystery of Sasassa Valley"" (1879), featuring a demon in South Africa. That same year, Doyle published his first academic article in a science journal. The article examined the uses of the flowering plant Gelsemium as a poison. As an experiment, Doyle self-administrated doses of the poison and recorded the symptoms.In 1880, Doyle worked for a while as a doctor in the whaling ship ""Hope"". In 1881, following his graduation from medical school, Doyle served as a ship's surgeon on the SS Mayumba. In 1882, Doyle and a former classmate established a medical practice in Plymouth, Devon. Their partnership failed, and Doyle soon started his own practice in Southsea, Hampshire. He did not have many patients, so he decided to resume writing fiction to supplement his income.In 1886, Doyle created the character of Sherlock Holmes. He loosely based his creation on his former college teacher Joseph Bell (1837 - 1911), inspired by Bell's emphasis on the importance of ""deduction and inference and observation"". Doyle completed the first Holmes novel, ""A Study in Scarlet"" (1887), and sold the rights to the publishing house ""Ward, Lock & Co."" (1854-1964). The novel's publication was delayed until November, 1887, but it was well-received by professional critics.Doyle next completed the sequel novel ""The Sign of the Four"" (1890), commissioned from the American literary magazine Lippincott's Monthly Magazine (1868-1915). He started writing short stories about Holmes for the British literary magazine ""The Strand Magazine"" (1891-1950).Besides Holmes stories, Doyle wrote seven historical novels between 1888 and 1906. He wrote ""Micah Clarke"" (1889), as a fictionalized account of the Monmouth Rebellion (1685) and its consequences. The novel also voices Doyle's arguments against religious extremism. He wrote ""The White Company"" (1891) to examine the role of mercenaries in 14th-century warfare, depicting the campaigns of Edward the Black Prince (1330-1376) in the Kingdom of Castile. He wrote ""The Great Shadow"" (1892) to feature the experiences of soldiers in the Battle of Waterloo (1815). He wrote ""The Refugees"" (1893) to examine the fates of Huguenot refugees who were fleeing 17th-century France to escape religious persecution by Louis XIV (1638-1715, reigned 1643-1715). He wrote ""Sir Nigel"" (1906) to examine the early phases of the Hundred Years' War (1337 - 1453). He regarded these novels to be his best literary work, though they were never as popular as his crime novels.In 1900, Doyle served as a volunteer doctor in the Second Boer War in South Africa (1899-1902), though he had no previous military experience. He was stationed at a field hospital at Bloemfontein. At about this time, Doyle wrote the non-fiction book ""The Great Boer War"" (1900), which covered in detail the early phases of the war. He also wrote the companion work ""The War in South Africa: Its Cause and Conduct"" in order to defend the British Empire from accusations of misconduct in its military efforts. These works were translated in multiple languages, and were appreciated by the British government. For his services to the British Empire, Doyle was knighted in 1902. In 1903, Doyle became a knight of the Order of Saint John, a British royal order of chivalry that was based on the original Knights Hospitaller.In 1906, Doyle was involved in efforts to exonerate the lawyer George Edalji, a mild-mannered man who had been convicted of animal mutilations on insufficient evidence. Doyle helped publicize other instances of miscarriages of justice, and convinced the public that there was need of reforms in the legal system. In 1907, British authorities reacted to this campaign by establishing the Court of Criminal Appeal.In 1909, Doyle wrote the non-fiction work ""The Crime of the Congo"" (1909). In the book, Doyle denounced the human rights abuses in the Congo Free State, and claimed that the Belgian colonial forces had enslaved the local population. He quoted testimonies from many witnesses and tried to convince the public of a need to intervene in the area.World War I (1914-1918) was a difficult time for Doyle , as several of his relatives and friends died due to the war. Doyle's son Kingsley was seriously wounded in the Battle of the Somme (1916), and never fully recovered. Kingsley died of pneumonia in 1918, while still hospitalized. Doyle's brother, Brigadier-general Innes Doyle, died of pneumonia in 1919. Doyle's brother-in-law, the famous author E. W. Hornung, died of pneumonia in 1921. The series of deaths led Doyle to further embrace Spiritualism, and that faith's claims about existence beyond the grave. He spend much of the 1920s as a missionary of Spiritualism, and investigated supposed supernatural phenomena. He also wrote many non-fiction spiritualist works. In 1926, Doyle financed the construction of a Spiritualist Temple in Camden, London.In July 1930, Doyle suffered a heart attack while staying in his then-residence, Windlesham Manor, in Crowborough, Sussex. He spend his last moments in reassuring his wife Jean Leckie that she was wonderful. He was 71-years-old at the time of his death. He was survived by two sons and two daughters. His daughter Jean Conan Doyle (1912 - 1997) was the copyright holder of much of her father's works until her own death.Since Doyle was no longer a Christian at the time of his death, his family declined giving him a Christian burial place. Doyle was buried in Windlesham Manor's rose garden. His remains were later re-interred in Minstead churchyard, New Forest, Hampshire. His wife's remains were buried beside him. His gravestone epitaph described him as ""Steel true/Blade straight/Arthur Conan Doyle/Knight/Patriot, Physician and man of letters"".Doyle is long gone, but his works have remained popular into the 21st century. Doyle has been cited as an influence on later crime writers, and Agatha Christie's earliest novels were strongly influenced by Sherlock Holmes' stories. His life's events have inspired several biographies, and a number of fictionalized accounts."
Jane_Austen,"Jane Austen was born on December 16th, 1775, to the local rector, Rev.
George Austen (1731-1805), and Cassandra Leigh (1739-1827). She was the
seventh of eight children. She had one older sister, Cassandra. In 1783
she went to Southampton to be taught by a relative, Mrs. Cawley, but
was brought home due to a local outbreak of disease. Two years later
she attended the Abbey Boarding School in Reading, reportedly wanting
to follow her sister Cassandra, until 1786.Jane was mostly educated at home, where she learned how to play the
piano, draw and write creatively. She read frequently and later came to
enjoy social events such as parties, dances and balls. She disliked the
busy life of towns and preferred the country life, where she took to
taking long walks.In 1801 Jane, her parents and sister moved to Bath, a year after her
father's retirement, and the family frequented the coast. While on one
of those coastal holidays she met a young man, but the resulting
romantic involvement ended tragically when he died. It is believed by
many astute Austen fans that her novel, ""Persuasion"", was inspired by
this incident.Following her father's passing in January of 1805--which left his widow
and daughters with financial problems--the family moved several times
until finally settling into a small house, in Chawton, Hampshire, owned
by her brother Edward, which is reminiscent of ""Sense and Sensibility"".
It was in this house that she wrote most of her works.In March of 1817 her health began to decline and she was forced to
abandon her work on ""Sanditon"", which she never completed. It turned
out that she had Addisons disease. In April she wrote out her will and
then on May 24th moved with Cassandra to Winchester, to be near her
physician. It was in Winchester she died, in the arms of her sister, on
Friday, 18 July 1817, at the age of only 41. She was buried the 24th of
July at Winchester Cathedral. Jane never married.During her formative years, Jane wrote plays and poems. At 14 she wrote
her first novel, ""Love and Freindship [sic]"" and other juvenilia. Her
first (unsuccessful) submission to a publisher, however, was in 1797
titled ""First Impressions"" (later ""Pride and Prejudice""). In 1803
""Susan"" (later ""Northanger Abbey"") was actually sold to a publisher for
a mere £10 but was not published until 14 years later, posthumously.
Her first accepted work was in 1811 titled ""Sense and Sensibility"",
which was published anonymously as were all books published during her
lifetime. She revised ""First Impressions"" and published it entitled
""Pride and Prejudice"" in 1813. ""Mansfield Park"" was published in 1814,
followed by ""Emma"" in 1816, the same year she completed ""Persuasion""
and began ""Sanditon"", which was ultimately left unfinished. Both
""Persuasion"" and ""Northanger Abbey"" were published in 1818, after her
death."
Geoffrey_Chaucer,"Geoffrey Chaucer was born in 1343 in London, Kingdom of England [now UK]. He was a writer. He was married to Philippa Roet. He died on 25 October 1400 in London, Kingdom of England [now UK]."
Antoine_De_Saint_Exupery,"Antoine de Saint-Exupéry was born into a family of old provincial
nobility. Failing his final exams at a preparatory school, he
entered the École des Beaux-Arts to study architecture. In 1921, he
began military service in the 2nd Regiment of Chasseurs, and
sent to Strasbourg for pilot training. The next year, he obtained
his license, and was offered a transfer to the air force. But his
fiancée's family objected, so he settled in Paris and took an office
job. His engagement ultimately broke off, and he worked at
several jobs over the next few years without success.By 1926, he was flying again. He became one of the pioneers of
international postal flight in the days when aircrafts had few
instruments and pilots flew by the seat of their pants. He worked on
the Aéropostale between Toulouse and Dakar. His first tale, L'Aviateur
(The Aviator), was published in the magazine Le Navire d'Argent. In
1928, he published his first book, Courrier-Sud (Southern Mail), and
flew the Casablanca/Dakar route. He became the director of Cap Juby
airfield in Rio de Oro, Sahara. In 1929, he moved to South America
where he was appointed director of the Aeroposta Argentina Company. In
1931, Vol de Nuit (Night Flight), which won the Prix Femina, was
published. He married Salvadoran artist and writer Consuelo Suncin Sandoval de Gómez, who became the model for the temperamental Rose in Le Petit Prince. Theirs was a stormy union as Saint-Exupéry traveled frequently and indulged in numerous affairs.During World War II, he was in New York City, but returned to France to
join a squadron based in the Mediterranean. Now 44, he agreed to collect data on German troop movements in the Rhone River Valley. He took off the night of July 31, 1944, and was never seen again. A lady reported having seen a plane crash around noon on August 1st near the Bay of Carqueiranne. A body wearing a French uniform was found several days later, and buried. In 1998, a fisherman found a silver chain bracelet south of Marseille which was identified as being Saint-Exupéry's. On April 7, 2004, officials confirmed that the wreckage of a Lockheed Lightning P-38 found on the seabed off the coast of Marseille in 2000 was Saint-Exupéry's.Further research in 2006 by the dive team which recovered the wreckage located a German pilot who was flying a mission at the Bay of Carqueiranne at the time Saint-Exupéry's plane went down. Horst Rippert acknowledged that he shot at the plane, but did not report it, possibly because he was not sure he actually downed it. When the Germans heard American radio broadcasts that Saint-Exupéry was missing, Rippert said he knew that the plane he downed was his. Rippert idolized Saint-Exupéry, read all his books, and had been bothered by the incident his whole life. He told the dive team he would not have shot at the plane had he known it was Saint-Exupéry's."
Erich_Maria_Remarque,"The German novelist Erich Maria Remarque was born in Osnabrück in 1898. His first novel, the famous anti-war epic На западном фронте без перемен (1930), was written based on his experiences as a soldier in WWI, and published in 1929. He moved to Switzerland until 1939 and later emigrated to the US. He died in 1970 in Locarno, Switzerland."
J_D_Salinger,"U.S. writer whose novel ""The Catcher in the Rye"" (1951) won critical
acclaim and devoted admirers, especially among the post-World War II
generation of college students. His entire corpus of published works
consists of that one novel and 13 short stories, all originally written
in the period 1948-59. Salinger was the son of a Jewish father and a mother who adopted Judaism, and, like Holden Caulfield, the hero of ""The Catcher
in the Rye"", he grew up in New York City, attending public schools and
a military academy. After brief periods at New York and Columbia
universities, he devoted himself entirely to writing, and his stories
began to appear in periodicals in 1940. After his return from service
in the U.S. Army (1942-46), Salinger's name and writing style became
increasingly associated with ""The New Yorker"" magazine, which published
almost all of his later stories. Some of the best of these made use of
his wartime experiences: ""For Esmé - With Love and Squalor"" (1950)
describes a U.S. soldier's poignant encounter with two British
children; ""A Perfect Day for Bananafish"" (1948) concerns the suicide of
the sensitive, despairing veteran Seymour Glass. Major critical and
popular recognition came with the publication of ""The Catcher in the
Rye"", whose central character, a sensitive, rebellious adolescent,
relates in authentic teenage idiom his flight from the ""phony"" adult
world, his search for innocence and truth, and his final collapse on a
psychiatrist's couch. The humor and colorful language of ""The Catcher
in the Rye"" place it in the tradition of
Mark Twain's ""Adventures of Huckleberry Finn""
and the stories of Ring Lardner, but its
hero, like most of Salinger's child characters, views his life with an
added dimension of precocious self-consciousness. ""Nine Stories""
(1953), a selection of Salinger's best work, added to his reputation.
The reclusive habits of Salinger,an obsessively private man especially
over the last half-century of his life, made his personal life a matter
of speculation among devotees, while his small literary output was a
subject of controversy among critics. ""Franny and Zooey"" (1961) brought
together two earlier New Yorker stories; both deal with the Glass
family, as do the two stories in ""Raise High the Roof Beam,
Carpenters""; and ""Seymour: An Introduction"" (1963)."
Virginia_Woolf,"London-born Virginia Woolf came from a wealthy family and, unlike her
brothers, received her education at home, an unusual step for the
times. Her parents had both had children from previous marriages, so
she grew up with a variety of siblings, stepbrothers and stepsisters.
Her father was a well-respected editor and author and the former
son-in-law of
William Makepeace Thackeray.
Author James Russell Lowell was her godfather, and
Henry James and
George Elliott were regular
visitors and guests at the family home. As she recalled later in life,
her most pleasant childhood memories were of the summers spent at the
family home in Cornwall, by Porthminster Bay (the Godrevy Lighthouse
there was the basis for her novel ""To the Lighthouse"").The sudden death of Virginia's mother in 1895, when she was 13, and the
passing of her sister two years later led to the first of Virginia's
mental breakdowns. In 1904 her father died, which caused a complete
mental and physical collapse and for a while she was sent to a mental
institution to recover. Nervous breakdowns and bouts of severe
depression tormented Virginia throughout her life, and the fact that as
children she and her sister Vanessa were sexually abused by two of
their stepbrothers added to her already considerable feelings of guilt
and inferiority.She studied at London's Kings College, where she became acquainted with
such literary figures as
Lytton Strachey, Saxon Sydney-Turner and
Leonard Woolf. She married Woolf in 1912.
Virginia was always ashamed of what she termed her ""unattractive
countenance"", and once wrote that ""being wanted [was] a pleasure that I
have never felt"". In 1922 she met
Vita Sackville-West, and the two
women began a relationship that lasted for almost ten years. She was
said to have written her novel ""Orlando"" as a love letter to West.After the publication of her novel ""Between the Acts"" she fell into a
deep depression, exacerbated by the destruction of her London home by
Nazi planes during the bombing of that city, and the less than
enthusiastic critical reaction to her biography of her close friend
Roger Fry. Her condition deteriorated to the point where she was unable
to write or even read. She finally had a full-blown nervous breakdown.
Unable and unwilling to continue, she wrote a note to her husband
saying that ""I am certain I am going mad again"" and ""I shan't recover
this time . . . I can't fight any longer . . . I can't go on spoiling
your life any longer."" On March 28, 1941, she left her home, walked to
the banks of the nearby River Ouse, loaded heavy stones into her
pockets and walked into the water. She was 59 years old."
Herman_Melville,"Herman Melville was an American novelist, short story writer, and poet of the American Renaissance period. Among his best-known works are Moby-Dick (1851); Typee (1846), a romanticized account of his experiences in Polynesia; and Billy Budd, Sailor, a posthumously published novella. Although his reputation was not high at the time of his death, the 1919 centennial of his birth was the starting point of a Melville revival, and Moby-Dick grew to be considered one of the great American novels."
Alphonse_Daudet,"Alphonse Daudet was born on 13 May 1840 in Nîmes, France. He was a writer, known for Sapho (1934), Sapho (1917) and Sapho (1913). He was married to Julia Allard. He died on 16 December 1897 in Paris, France."
Mikhail_Sholokhov,"Mikhail Sholokhov was a Russian writer who received a Nobel prize for
his epic novel 'Tikhiy Don'.He was born in 1905 into a Cossack family of farmers in Kruzhilin,
Veshenskaya, Rostov province in Southern Russia. His high school
studies were interrupted by the Russian revolution and the Civil War,
in which he fought on the side of the revolutionaries and joined the
Red Army. From 1922-24 he lived in Moscow, where he attended ""writers
seminars"" and published his early works: ""A Test"" and ""The Birthmark"".
In 1924 he married Maria Gromoslavskaya in his native town, and the
couple had four children.His first book, ""Donskie Rasskazy"" (1925), exposed the bitter divide
among the Russian people during and after the Civil War. His epic novel
""And Quiet Flows the Don"", published in parts during 1928-40, shows the
turbulent life of Cossacks during the dramatic events of the Russian
revolution and Civil War. The main character, Grigori Melekhov, was
based on a historical prototype, 'Kharlampi Ermakov', a Cossack who
opposed the Communists and was imprisoned and executed in 1929.
Sholokhov's account of the conflict between Cossacks and Communists
caused a suspension of publication in 1929, but he managed to get
permission from Joseph Stalin to continue
the publication. The novel had over 100 million copies in print,
translated in 90+ languages worldwide.Sholokhov was only 22 in 1928, when he delivered the massive manuscript
of ""Quiet Flows the Don"" (book 1) to a Soviet publisher. It took him
almost 14 years to complete the novel of four books in 1940. This led
to a suggestion by
Aleksandr Solzhenitsyn that
Sholokhov used the work of another Cossack writer, Fyodor Kryukov (who
died in 1920), for some parts of this epic work.Sholokhov had a lifelong political career. He was a co-chairman of the
Soviet Writers Union from the 1930s to his death in 1984. He traveled
in western Europe on several occasions, and also accompanied Soviet
leader Nikita Khrushchev to the US in
1959. He was awarded the 1965 Nobel Prize for Literature for his novels
and stories about the Cossacks in Russia, becoming the first and only
officially sanctioned Soviet writer to win the honor.Sholokhov took a hardline position against dissident writers, such as
Boris Pasternak, Solzhenitsyn, Sinyavsky
and Daniel. In 1965 he joined the side of
Leonid Brezhnev in the restoration of
the political image of Joseph Stalin. Such
restoration was opposed by such figures as
Andrei Sakharov,
Valentin Kataev,
Korney Ivanovich Chukovskiy,
Oleg Efremov, and
Maya Plisetskaya. Sholokhov remained a
hard-liner during the 60s and 70s. In late 70s he suffered
from diabetes and had a stroke, and later developed a throat cancer. He
was in denial of his medical condition. Shortly before his death he
rejected the doctor's advise and interrupted his treatment at the
Kremlin Hospital. Instead, he returned to his native village and died
there on February 21, 1984."
Stefan_Zweig,"Here he grew up in the educated Jewish middle class, together with his brother Alfred. The Zweig family was not religious. He passed his high school diploma at the Wasagymnasium in Vienna. Zweig wrote his first poems here. At that time he was influenced by writers such as Hugo von Hofmannstahl and Rainer Maria Rilke. In 1901, Stefan Zweig's first volume of poetry entitled ""Silberne Saiten"" was published. He also began translating works by French writers at this time. In 1904 he completed his doctorate in German and Romance studies. Until 1910 he traveled extensively through Europe. The focus here was on exchanges with other writers and artists, with whom he mostly maintained friendship through intensive correspondence. By 1911, works such as ""Tersites"", ""The House by the Sea"" and ""Burning Secret"" as well as his first biography ""Émile Verhaeren"" had been created.With his work ""First Experience. Four Stories from Kinderland,"" Zweig approached an intuitive psychological style. At the beginning of the First World War, Stefan Zweig signed up as a volunteer. Here he was employed in the war press quarters until 1917. To demonstrate against war in any form, he wrote the drama ""Jeremiah"", which premiered in Zurich in 1918. From 1918 onwards, Zweig also worked as a journalist and correspondent for the Swiss newspaper ""Neue Freie Presse"". He also uses this medium to publish his non-partisan views. After the end of the war he settled in Salzburg. His idea was to found a spiritually, holistically and humanistically motivated alliance in Europe. So he began, initially in numerous lectures and essays, to warn against radicalization through nationalism and to call for calm, diplomacy and patience.In 1920, Zweig published the writings ""Fear"", ""The Compulsion"" and, from 1920, three essays about master builders of the world: ""Three Masters"", in 1925 ""The Fight with the Demon"" and in 1928 ""Three Poets of Their Life"". Zweig enjoyed great stage success in 1926 with his adaptation of Ben Jonson's ""Volpone"". The publication of the book ""Star Hours of Humanity"" in 1927 was equally successful. In 1928 he traveled to the Soviet Union, where his books were also published in Russian at the instigation of Maxim Gorki, with whom he corresponded. After the NSDAP came to power in Germany, Stefan Zweig fled to London for fear of persecution. The book ""Impatience of the Heart"" was written here. From 1934 onwards, his works were no longer published in Germany and with the annexation of Austria to the Third Reich in 1938, production in his homeland also stopped. In 1935, Zweig wrote the libretto for the opera ""Die schweigsame Frau"" for Richard Strauss.In 1936 the NSDAP immediately banned the sale of all of his works. His first marriage ended in divorce in 1938, and his second marriage was to Charlotte Altmann in 1939. In 1940 he received English citizenship from Great Britain. Nevertheless, he left Europe and traveled on to New York. In 1942 his chess novella and the monograph Brazil were published. After a short stay he visited Argentina and Paraguay. He then settled in Brazil. Here Stefan Zweig fell into deep sadness and depression.Stefan Zweig committed suicide on February 22, 1942 in Petrópolis, near Rio de Janeiro. In 1944 his autobiography was published posthumously under the title ""The World of Yesterday""."
Jose_Saramago,"José Saramago was born on 16 November 1922 in Azinhaga, Golega, Portugal. He was a writer, known for Враг (2013), Слепота (2008) and O Evangelho Segundo Jesus Cristo. He was married to Pilar del Río and Ilda Reis. He died on 18 June 2010 in Lanzarote, Las Palmas, Canary Islands, Spain."
Bertolt_Brecht,"Bertolt Brecht was born on 10 February 1898 in Augsburg, Germany and one of
the country's most influential poets, playwrights and screenwriters.
His most famous work was the musical ""The Threepenny Opera"" (with
Kurt Weill), but his dramas such as ""Mother Courage and Her Children"" or
""The Good Person of Sezuan"" were equally successful. As he opposed the
upcoming Nazi movement, he fled Germany in 1933 and finally emigrated
to the United States. After testifying before the House Un-American
Activities Committee in 1947, he left Hollywood and returned to Europe.
He settled down in East Germany, where he founded the famous ""Berliner
Ensemble"" and became the state's intellectual hero. He died on 14
August 1956 in East Berlin."
Mario_Vargas_Llosa,"Mario Vargas Llosa was born on 28 March 1936 in Arequipa, Peru. He is a writer and director, known for Pantaleón y las visitadoras (1976), Сексназ капитана Пантохи (1999) and Настройте радиоприемники завтра... (1990). He has been married to Patricia Llosa since 1965. He was previously married to Julia Urquidi."
T_S_Eliot,"T.S. Eliot ranks with
William Butler Yeats as the
greatest English language poet of the 20th Century and was certainly
the most influential. He was born Thomas Stearns Eliot into the bosom
of a respectable middle class family on September 26, 1888 in St.
Louis, Missouri. The family had roots in New England, and Eliot spent
summers in Gloucester, Massachusetts. There was little doubt that he
would matriculate at Harvard -- his cousin, Charles William Eliot was
the 24th president of Harvard and turned it into a great research
university during his 40-year-tenure -- and after graduating from the
Milton Academy in 1906, it was off to Cambridge (on the left sight of
The Pond) he went. (His cousin Charles spent his last three years as
president during Thomas' first three years at the venerable
institution.)Though deeply committed to literature, Eliot studied philosophy with
George Santayana, William James, and
Bertrand Russell (who was a visiting
professor) at Harvard. Eliot completed his undergraduate degree in
three instead of the usual four years and stayed on at Harvard as a
teaching assistant for another year. He then studied philosophy at the
Sorbonne in Paris for a year before returning to Harvard in 1911 to get
his PhD.He decided to spend 1914-15 at the University of Marburg in Germany,
but his plans were dashed by the declaration of the First World War. He
won a scholarship to attend Merton College at Oxford and that changed
his life as it put him in the vicinity of London. In London, he met
Ezra Pound, Il miglior fabbro (Italian for
""the better craftsman,"" the dedication Eliot gave Pound on the title
page of ""The Waste Land"", which Pound edited), who championed him and
provided him with vital contacts. Though Eliot completed his doctoral
dissertation, he never returned to Harvard to defend it, so was never
awarded his PhD.Eliot had come to loathe academia and supported himself by working in a
bank as he forged his literary reputation. (Later, he became an editor
at the London publisher Faber and Faber.) Enamored of England, he spent
the rest of his life there, becoming a British subject in 1927. Deeply
conservative, the rigid class hierarchies of England appealed to him.
He eschewed the Unitarianism of his family and became an ardent
Anglo-Catholic within the bosom of the Church of England. Time Magazine
titled its review of his ""Collected Poems"" in 1936 ""Royalist,
Classicist, Anglo-Catholic"".Eliot's first marriage to Vivienne Haigh-Wood, whom he wed in 1915
(partly to gain residency in England), was a disaster. Vivienne's
biographer, Carole Seymour-Jones, attributed the strain in the marriage
partly to what she contends was Eliot's closet homosexuality, though
Vivienne's mental instability and poor health were major factors in the
deterioration of their relationship. Eliot eventually had to
institutionalize her. Eliot also suffered from mental problems and
suffered a breakdown in 1921 and was treated at a sanitarium in
Switzerland.The brilliant though emotionally troubled artist, whom the New York
Times in its obituary called ""the poet of gray melancholy,"", created
some of the greatest masterpieces of English literature, beginning with
""The Love Song of J. Alfred Prufrock"" (written in America and published
in 1915) and including ""Gerontion ""(1920), ""The Waste Land"" (1922) and
""The Hollow Men"" (1925). The ""Waste Land"" was a watershed of literary
modernism and revolutionized Anglo-American letters.In addition to his great poetry, Eliot was an accomplished playwright,
best known for
""Murder in the Cathedral (1951)""
(1935), ""The Family Reunion"" (1935), and ""The Cocktail Party"" (1949).
He won a Tony Award for Best Play when ""The Cocktail Party"" was
produced on Broadway in 1950. Thirty-three years later, Eliot won two
more Tony Awards, posthumously, for ""Cats"", cited for Best Book of a
Musical and Best Original Score as the lyricist. Based on his book of
whimsical poems, ""Old Possum's Book of Practical Cats"", the musical
""Cats"" was the longest-running show in Broadway history, racking up
7,485 performances when it closed its 18-year-run in the year 2000.
(Its record eventually was overtaken by
Andrew Lloyd Webber's musical
version of
Призрак оперы (1925).)Eliot also busied himself as belletrist and essayist. While his belles
lettres on literary topics are valuable, his essays on the human
condition are less so due to his illiberal point of view. Fittingly,
upon being awarded the Nobel Prize in Literature in 1948, the Swedish
Academy lauded Eliot ""for his outstanding, pioneer contribution to
present-day poetry"".Viv died in 1947. Ten years later, the 68 year-old Eliot married Esmé
Valerie Fletcher, who was 36 years his junior. Esmé had been his
secretary at Faber and Faber since 1949 and would be his widow when he
died on January 4, 1965 at the age of 76."
Guy_De_Maupassant,"Guy de Maupassant was born on 5 August 1850 in Château de Miromesnil, France. He was a writer, known for La criada de la granja (1953), Черная суббота, или Три лица страха (1963) and Мужское-женское (1966). He died on 6 July 1893 in Paris, France."
John_Keats,"John Keats (31 October 1795 - 23 February 1821) was an English poet of the second generation of Romantic poets, with Lord Byron and Percy Bysshe Shelley, although his poems had been in publication for less than four years when he died of tuberculosis at the age of 25. They were indifferently received in his lifetime, but his fame grew rapidly after his death. By the end of the century, he was placed in the canon of English literature, strongly influencing many writers of the Pre-Raphaelite Brotherhood; the Encyclopædia Britannica of 1888 called one ode ""one of the final masterpieces"". Jorge Luis Borges named his first encounter with Keats an experience he felt all his life. Keats had a style ""heavily loaded with sensuality's"", notably in the series of odes. Typically of the Romantics, he accentuated extreme emotion through natural imagery. Today his poems and letters remain among the most popular and analyzed in English literature - in particular ""Ode to a Nightingale"", ""Ode on a Grecian Urn"", ""Sleep and Poetry"" and the sonnet ""On First Looking into Chapman's Homer""."
Ahmet_Hamdi_Tanpinar,"Ahmet Hamdi Tanpinar was born on 23 June 1901 in Constantinople, Ottoman Empire [now Istanbul, Turkey]. He was a writer, known for Где ты, Фируза? (2004), Yaz Yagmuru (1994) and Geçmis Zaman Elbiseleri (1975). He died on 24 January 1962 in Istanbul, Turkey."
